Herb_Name,Concentration,pH,TDS_ppm,ORP_mV,Temperature_C,Color_R,Color_G,Color_B,Potency
Haldi,0.0,5.725,3.8,8.7,26.33,255,255,180,Empty
Haldi,0.0,5.98,7.59,-3.15,24.2,255,228,228,Empty
Haldi,0.0,6.474,5.96,4.93,24.3,255,246,255,Empty
Haldi,0.0,6.543,0.0,12.95,24.02,255,244,255,Empty
Haldi,0.0,5.628,0.0,9.83,25.28,255,233,208,Empty
Haldi,0.0,5.12,8.48,-6.68,25.64,241,255,254,Empty
Haldi,0.0,6.266,0.0,4.53,24.49,255,255,255,Empty
Haldi,0.0,6.224,2.74,-3.49,26.45,255,182,201,Empty
Haldi,0.0,6.049,0.0,0.41,26.4,255,203,255,Empty
Haldi,0.0,6.12,1.59,7.82,23.77,255,192,255,Empty
Haldi,0.0,5.616,2.0,12.05,24.37,217,243,227,Empty
Haldi,0.0,6.053,0.0,-2.93,25.19,165,227,255,Empty
Haldi,0.0,5.858,0.0,13.33,23.94,255,193,254,Empty
Haldi,0.0,6.168,0.0,14.47,24.09,255,255,255,Empty
Haldi,0.0,5.696,5.13,20.5,24.85,215,220,248,Empty
Haldi,0.0,6.108,2.92,17.69,25.09,221,255,251,Empty
Haldi,0.0,6.49,0.0,-10.06,25.66,255,255,174,Empty
Haldi,0.0,6.303,2.69,14.62,24.81,192,211,255,Empty
Haldi,0.0,5.741,0.56,-6.59,25.63,248,255,255,Empty
Haldi,0.0,6.362,0.0,5.74,23.1,224,255,171,Empty
Haldi,0.0,5.603,0.0,14.96,25.1,191,178,241,Empty
Haldi,0.0,5.541,7.14,-24.44,24.86,215,214,195,Empty
Haldi,0.0,5.612,11.71,-2.72,25.38,216,224,216,Empty
Haldi,0.0,6.17,0.76,-5.56,27.28,255,211,209,Empty
Haldi,0.0,6.035,2.69,-1.14,25.39,255,232,255,Empty
Haldi,0.0,5.998,3.04,3.24,27.83,255,180,238,Empty
Haldi,0.0,5.99,0.65,-8.08,24.17,255,252,253,Empty
Haldi,0.0,5.838,3.23,12.52,25.49,230,182,232,Empty
Haldi,0.0,6.325,8.28,9.37,24.98,209,243,251,Empty
Haldi,0.0,6.156,7.56,-16.87,23.76,238,255,255,Empty
Haldi,0.0,5.684,10.87,-6.37,25.46,255,255,255,Empty
Haldi,0.0,5.701,4.9,9.29,25.79,246,255,255,Empty
Haldi,0.0,6.282,0.79,-14.18,24.73,255,245,255,Empty
Haldi,0.0,6.112,0.0,-19.95,24.55,229,174,199,Empty
Haldi,0.0,6.988,1.52,2.23,26.95,255,255,253,Empty
Haldi,0.0,6.042,0.0,-0.18,25.54,205,228,220,Empty
Haldi,0.0,6.42,0.0,6.49,24.93,255,244,255,Empty
Haldi,0.0,5.757,5.05,9.68,25.89,255,255,255,Empty
Haldi,0.0,6.07,0.0,26.11,24.98,250,238,255,Empty
Haldi,0.0,4.986,0.0,1.49,24.82,206,255,255,Empty
Haldi,0.0,5.971,0.0,-15.42,23.8,255,237,238,Empty
Haldi,0.0,5.987,6.37,-0.47,26.19,253,227,214,Empty
Haldi,0.0,6.259,0.0,-17.41,27.09,185,240,255,Empty
Haldi,0.0,5.845,7.0,-20.72,23.57,249,184,136,Empty
Haldi,0.0,5.585,0.0,8.77,25.22,243,255,255,Empty
Haldi,0.0,6.274,3.74,-16.52,24.25,255,224,197,Empty
Haldi,0.0,6.509,0.0,6.26,25.87,220,230,166,Empty
Haldi,0.0,5.645,2.55,18.35,23.83,255,219,225,Empty
Haldi,0.0,5.153,1.69,4.45,21.12,255,202,255,Empty
Haldi,0.0,6.248,10.03,15.59,25.98,255,234,255,Empty
Haldi,0.0,5.699,5.21,0.32,24.76,158,228,190,Empty
Haldi,0.0,6.474,0.0,-8.66,25.14,245,255,226,Empty
Haldi,0.0,5.734,0.0,-11.63,25.84,247,255,241,Empty
Haldi,0.0,5.481,0.0,-9.71,27.31,193,211,255,Empty
Haldi,0.0,6.187,0.0,17.4,24.81,193,255,251,Empty
Haldi,0.0,5.909,0.0,3.71,23.09,239,255,225,Empty
Haldi,0.0,5.564,0.0,-3.76,26.04,213,190,249,Empty
Haldi,0.0,5.811,5.97,-0.08,25.17,242,255,253,Empty
Haldi,0.0,5.854,0.0,-9.96,25.73,255,251,255,Empty
Haldi,0.0,5.453,0.0,-5.79,24.29,216,255,255,Empty
Haldi,0.0,5.913,3.51,-3.7,23.48,255,245,229,Empty
Haldi,0.0,5.974,0.0,-14.0,25.22,255,215,255,Empty
Haldi,0.0,6.071,0.0,-22.03,26.76,255,247,247,Empty
Haldi,0.0,5.766,0.0,-0.89,22.94,253,184,233,Empty
Haldi,0.0,5.579,6.73,-2.3,24.79,217,229,232,Empty
Haldi,0.0,6.322,0.46,-7.03,24.55,153,255,166,Empty
Haldi,0.0,5.835,0.0,13.58,24.21,115,205,228,Empty
Haldi,0.0,5.884,0.0,19.29,26.38,227,183,205,Empty
Haldi,0.0,6.516,2.55,2.97,23.13,246,255,213,Empty
Haldi,0.0,5.391,0.0,-8.94,27.77,255,238,243,Empty
Haldi,0.0,5.133,5.33,-8.22,24.22,192,214,255,Empty
Haldi,0.0,5.681,0.0,10.74,22.35,255,237,209,Empty
Haldi,0.0,5.486,0.0,10.39,23.36,235,235,207,Empty
Haldi,0.0,5.568,0.0,-4.72,24.91,255,255,210,Empty
Haldi,0.0,6.542,0.0,1.62,27.82,229,251,220,Empty
Haldi,0.0,6.046,0.0,12.4,24.8,255,251,248,Empty
Haldi,0.0,5.768,4.05,-15.49,27.11,255,255,255,Empty
Haldi,0.0,6.481,0.0,14.43,25.77,255,144,246,Empty
Haldi,0.0,6.151,0.0,5.84,24.52,234,227,228,Empty
Haldi,0.0,5.711,0.0,4.97,25.83,217,189,255,Empty
Haldi,0.0,5.952,0.0,-0.8,24.75,157,255,251,Empty
Haldi,0.0,5.762,2.89,2.5,25.93,247,238,203,Empty
Haldi,0.0,6.361,7.92,-13.88,23.63,181,254,255,Empty
Haldi,0.0,6.107,0.0,-11.86,25.17,182,225,198,Empty
Haldi,0.0,5.749,0.0,-6.37,26.46,150,255,255,Empty
Haldi,0.0,5.528,0.0,-12.87,24.53,255,201,239,Empty
Haldi,0.0,5.453,0.13,-3.52,23.6,223,250,254,Empty
Haldi,0.0,5.581,7.45,-8.74,27.05,255,215,243,Empty
Haldi,0.0,6.253,0.0,-2.32,25.7,187,255,255,Empty
Haldi,0.0,5.804,0.0,-9.54,26.6,255,255,251,Empty
Haldi,0.0,5.804,3.25,-22.86,24.51,174,220,234,Empty
Haldi,0.0,5.818,6.55,-12.44,25.06,255,190,191,Empty
Haldi,0.0,6.141,3.02,-3.02,24.84,199,233,255,Empty
Haldi,0.0,5.869,0.0,6.41,23.01,255,196,255,Empty
Haldi,0.5,5.784,205.83,-4.5,25.99,255,185,152,Low
Haldi,0.5,6.266,105.86,-40.22,23.43,115,234,204,Low
Haldi,0.5,5.59,158.87,-33.63,23.52,200,221,145,Low
Haldi,0.5,6.551,128.53,-25.11,24.88,255,255,180,Low
Haldi,0.5,5.383,168.09,-43.15,25.41,229,204,198,Low
Haldi,0.5,6.433,242.09,-23.93,25.96,255,242,177,Low
Haldi,0.5,5.645,219.6,-26.38,22.94,232,255,139,Low
Haldi,0.5,6.223,124.67,-4.36,22.06,226,209,156,Low
Haldi,0.5,5.495,212.88,5.55,26.2,233,222,206,Low
Haldi,0.5,6.033,129.24,-7.14,23.12,247,255,157,Low
Haldi,0.5,6.228,176.95,-23.53,22.66,247,255,193,Low
Haldi,0.5,5.395,147.31,-11.05,26.16,255,255,163,Low
Haldi,0.5,6.657,85.2,-13.77,23.77,217,186,157,Low
Haldi,0.5,5.869,165.41,-10.27,26.36,255,229,156,Low
Haldi,0.5,5.739,192.06,-37.26,24.76,236,216,177,Low
Haldi,0.5,5.724,117.77,2.23,26.5,242,185,114,Low
Haldi,0.5,6.103,136.37,-33.63,26.94,243,219,190,Low
Haldi,0.5,5.104,168.58,-7.43,25.13,222,216,185,Low
Haldi,0.5,5.769,104.28,-16.26,25.59,255,240,141,Low
Haldi,0.5,5.576,150.85,-56.15,25.59,255,255,174,Low
Haldi,0.5,5.354,72.02,-27.26,26.05,149,192,180,Low
Haldi,0.5,5.686,156.8,-12.06,26.53,246,175,176,Low
Haldi,0.5,6.328,172.56,-21.8,21.05,254,206,187,Low
Haldi,0.5,5.81,168.24,-6.24,25.49,253,193,131,Low
Haldi,0.5,5.704,107.29,-24.23,21.53,255,216,153,Low
Haldi,0.5,5.857,142.49,-31.96,23.12,209,222,134,Low
Haldi,0.5,5.554,70.49,-3.65,24.74,255,255,165,Low
Haldi,0.5,5.531,168.68,-6.41,23.56,208,219,114,Low
Haldi,0.5,6.28,88.18,3.03,24.11,255,255,122,Low
Haldi,0.5,5.962,129.79,-25.05,25.5,255,255,118,Low
Haldi,0.5,6.106,172.07,-25.94,23.47,255,157,147,Low
Haldi,0.5,6.153,120.35,-36.38,24.55,225,167,156,Low
Haldi,0.5,5.508,133.21,-13.19,25.44,225,214,179,Low
Haldi,0.5,6.252,229.39,-47.97,23.1,255,182,153,Low
Haldi,0.5,6.173,224.99,-36.95,25.48,255,196,187,Low
Haldi,0.5,6.357,98.67,-27.88,26.04,227,183,146,Low
Haldi,0.5,5.634,178.77,-13.78,24.63,162,205,146,Low
Haldi,0.5,5.521,124.66,-22.92,23.5,201,244,174,Low
Haldi,0.5,6.867,208.47,-18.62,23.14,201,160,149,Low
Haldi,0.5,5.244,116.14,7.08,25.74,255,141,189,Low
Haldi,0.5,6.588,209.92,-16.31,25.18,204,215,174,Low
Haldi,0.5,5.365,153.58,-20.81,24.32,210,255,152,Low
Haldi,0.5,5.402,118.06,-7.49,26.44,255,255,182,Low
Haldi,0.5,5.668,165.43,-23.56,24.08,255,145,152,Low
Haldi,0.5,6.26,205.18,-20.79,26.16,209,223,151,Low
Haldi,0.5,5.813,213.24,-18.29,24.77,255,221,150,Low
Haldi,0.5,5.803,179.39,-35.61,24.08,255,203,174,Low
Haldi,0.5,6.074,154.11,-30.3,20.55,243,255,224,Low
Haldi,0.5,6.06,196.89,-18.67,25.49,255,255,198,Low
Haldi,0.5,5.247,86.35,-11.3,25.17,255,242,226,Low
Haldi,0.5,5.647,136.04,-15.06,24.84,255,255,148,Low
Haldi,0.5,6.145,138.71,-18.45,26.1,238,150,153,Low
Haldi,0.5,6.474,158.02,-10.59,22.66,245,255,215,Low
Haldi,0.5,6.796,74.47,-17.83,22.17,255,177,214,Low
Haldi,0.5,5.478,120.59,-3.95,25.87,243,245,189,Low
Haldi,0.5,5.759,134.61,-33.48,23.27,192,179,150,Low
Haldi,0.5,6.698,95.59,-9.86,23.86,233,255,179,Low
Haldi,0.5,5.514,98.96,-11.18,24.24,229,210,170,Low
Haldi,0.5,5.762,182.75,-24.84,24.09,240,164,187,Low
Haldi,0.5,6.162,145.23,-13.11,23.3,233,255,159,Low
Haldi,0.5,5.73,167.85,4.11,25.87,255,201,161,Low
Haldi,0.5,6.358,104.91,-21.36,24.78,241,244,210,Low
Haldi,0.5,6.144,175.66,1.62,25.05,255,255,183,Low
Haldi,0.5,6.626,148.66,-22.18,24.48,206,202,200,Low
Haldi,0.5,5.685,171.9,-26.06,24.24,255,255,209,Low
Haldi,0.5,6.016,177.12,-33.37,24.35,229,229,192,Low
Haldi,0.5,5.945,160.09,-16.95,25.55,255,255,166,Low
Haldi,0.5,5.679,162.75,-29.7,25.65,225,201,160,Low
Haldi,0.5,6.405,175.82,-42.19,24.12,253,229,154,Low
Haldi,0.5,6.009,178.25,-16.37,26.73,255,226,195,Low
Haldi,0.5,5.989,171.34,-11.17,25.71,133,155,160,Low
Haldi,0.5,5.48,177.44,-18.03,24.98,229,233,171,Low
Haldi,0.5,5.654,121.79,-38.66,25.45,227,255,195,Low
Haldi,0.5,6.312,129.27,-40.85,23.65,205,227,154,Low
Haldi,0.5,6.335,143.58,-35.46,25.22,248,184,169,Low
Haldi,0.5,5.525,149.79,-51.76,23.78,255,196,166,Low
Haldi,0.5,6.191,143.6,-18.51,24.26,255,255,178,Low
Haldi,0.5,6.409,94.28,-12.99,23.9,252,235,201,Low
Haldi,0.5,5.47,137.45,-54.23,24.01,209,255,179,Low
Haldi,0.5,5.97,151.81,-20.37,25.29,219,221,127,Low
Haldi,0.5,5.842,249.41,-5.78,23.84,255,222,98,Low
Haldi,0.5,6.557,140.29,-19.83,25.61,255,190,167,Low
Haldi,0.5,6.008,179.38,-66.27,25.19,210,233,184,Low
Haldi,0.5,6.058,118.65,-21.29,25.36,229,255,174,Low
Haldi,0.5,5.854,69.0,-30.46,25.35,255,213,186,Low
Haldi,0.5,5.189,141.1,-35.22,23.81,242,191,92,Low
Haldi,0.5,5.016,140.8,-19.17,25.65,211,218,183,Low
Haldi,0.5,5.901,119.22,-3.89,26.96,222,198,167,Low
Haldi,0.5,5.96,132.98,-6.29,23.37,242,217,147,Low
Haldi,0.5,5.953,113.47,-25.21,26.32,197,202,184,Low
Haldi,0.5,5.167,154.5,-43.35,25.04,235,255,170,Low
Haldi,0.5,6.47,146.21,-5.52,25.61,255,226,226,Low
Haldi,0.5,6.227,167.63,-22.24,26.04,255,227,166,Low
Haldi,0.5,5.599,144.7,-31.31,25.82,255,239,208,Low
Haldi,0.5,6.305,117.06,-20.52,22.19,255,237,194,Low
Haldi,0.5,5.864,157.25,-17.79,26.56,255,252,184,Low
Haldi,0.5,5.82,214.64,-33.17,26.24,255,174,91,Low
Haldi,0.5,5.244,116.01,-39.1,24.82,255,162,136,Low
Haldi,0.5,5.748,182.14,-21.02,25.65,221,233,217,Low
Haldi,0.5,5.793,152.82,-13.58,24.62,234,198,148,Low
Haldi,0.5,5.518,103.15,-27.04,26.06,255,208,176,Low
Haldi,0.5,6.013,116.45,-11.75,25.75,216,255,167,Low
Haldi,0.5,6.264,106.12,8.24,22.81,222,207,168,Low
Haldi,0.5,5.901,119.17,-5.5,25.69,255,255,117,Low
Haldi,0.5,6.062,179.02,-38.08,23.66,255,241,173,Low
Haldi,0.5,5.169,153.31,-17.94,25.24,219,222,118,Low
Haldi,0.5,5.885,191.38,-18.79,22.55,255,223,181,Low
Haldi,0.5,5.888,108.28,-18.67,25.46,221,255,164,Low
Haldi,0.5,5.86,109.87,-31.47,27.06,255,255,152,Low
Haldi,0.5,5.919,41.35,-3.59,26.16,243,183,153,Low
Haldi,0.5,5.901,125.15,-42.86,24.68,247,229,146,Low
Haldi,0.5,5.741,204.42,-19.36,24.8,246,236,176,Low
Haldi,0.5,5.226,194.58,4.17,23.76,255,209,151,Low
Haldi,0.5,5.963,135.92,-25.9,24.95,181,211,150,Low
Haldi,0.5,5.766,204.96,10.48,23.67,255,185,184,Low
Haldi,0.5,5.824,113.27,-14.49,22.0,223,255,108,Low
Haldi,0.5,5.811,91.45,-15.9,25.68,221,236,127,Low
Haldi,0.5,5.428,120.19,-31.41,25.87,255,140,122,Low
Haldi,0.5,5.73,148.64,-20.78,25.41,242,222,151,Low
Haldi,0.5,6.914,121.46,-2.83,24.08,255,217,147,Low
Haldi,0.5,5.882,137.38,-8.79,25.02,255,174,174,Low
Haldi,0.5,5.781,180.08,-9.62,25.31,255,254,156,Low
Haldi,0.5,5.935,234.79,-11.22,24.64,250,189,169,Low
Haldi,0.5,5.803,185.22,-11.04,25.73,255,221,189,Low
Haldi,0.5,6.245,113.95,-8.1,26.48,249,218,165,Low
Haldi,0.5,6.307,138.2,-20.22,25.15,161,177,161,Low
Haldi,0.5,5.857,214.99,-9.58,26.8,237,231,122,Low
Haldi,0.5,6.04,146.77,-23.23,24.32,255,255,144,Low
Haldi,0.5,6.299,88.59,3.63,26.18,226,249,166,Low
Haldi,0.5,5.416,222.32,-30.51,20.77,172,174,203,Low
Haldi,0.5,5.779,199.07,-21.71,23.76,216,255,104,Low
Haldi,0.5,5.797,138.61,-32.55,23.59,255,255,155,Low
Haldi,0.5,6.394,171.67,-25.34,24.25,254,185,147,Low
Haldi,0.5,6.337,132.35,-33.29,24.25,253,230,171,Low
Haldi,0.5,5.794,189.08,22.37,26.57,120,205,181,Low
Haldi,0.5,6.139,163.05,-22.99,29.36,255,255,214,Low
Haldi,0.5,5.938,185.24,-40.42,24.36,238,255,178,Low
Haldi,0.5,5.917,85.43,-8.47,25.11,173,221,154,Low
Haldi,0.5,5.848,193.65,-24.92,25.91,243,202,177,Low
Haldi,0.5,5.53,174.69,-25.2,25.79,210,219,155,Low
Haldi,0.5,6.359,126.98,-24.77,25.5,255,187,174,Low
Haldi,0.5,5.738,85.6,-4.63,27.4,255,208,196,Low
Haldi,0.5,6.023,108.11,-1.77,23.74,255,255,198,Low
Haldi,0.5,6.055,118.23,-29.33,23.0,240,200,208,Low
Haldi,0.5,5.47,148.76,-45.09,26.23,255,255,154,Low
Haldi,0.5,6.277,172.96,-3.98,24.39,235,252,149,Low
Haldi,0.5,5.789,114.56,-40.08,26.0,226,247,136,Low
Haldi,0.5,6.123,158.46,-37.02,27.54,252,174,147,Low
Haldi,0.5,5.849,163.15,-44.47,23.92,255,216,169,Low
Haldi,0.5,5.589,58.08,-21.1,24.72,195,199,162,Low
Haldi,0.5,6.019,190.04,-15.34,23.17,234,128,168,Low
Haldi,0.5,5.411,151.57,-50.11,23.99,255,238,155,Low
Haldi,0.5,6.649,120.31,-7.41,24.38,255,251,202,Low
Haldi,0.5,5.417,128.43,-20.21,25.03,184,255,211,Low
Haldi,0.5,5.883,193.23,-20.72,25.14,223,240,174,Low
Haldi,0.5,5.58,168.14,-19.24,24.58,242,229,189,Low
Haldi,0.5,5.501,96.48,-49.83,23.17,215,246,165,Low
Haldi,0.5,5.345,174.53,-16.58,22.89,244,190,211,Low
Haldi,0.5,5.902,138.37,-42.0,23.88,227,221,163,Low
Haldi,0.5,6.278,147.11,-47.33,22.68,203,170,189,Low
Haldi,0.5,6.049,131.37,-26.38,26.03,245,255,182,Low
Haldi,0.5,5.956,160.68,-41.0,27.04,255,171,123,Low
Haldi,0.5,5.937,142.45,-26.16,25.22,249,214,164,Low
Haldi,0.5,6.652,160.96,-28.91,24.71,210,227,169,Low
Haldi,0.5,5.469,137.85,12.87,25.54,255,225,199,Low
Haldi,0.5,6.366,123.23,-1.06,23.22,236,136,175,Low
Haldi,0.5,6.109,199.48,-38.3,25.41,216,204,134,Low
Haldi,0.5,6.874,206.95,-54.7,22.95,255,196,164,Low
Haldi,0.5,6.06,202.29,-32.42,23.95,227,190,181,Low
Haldi,0.5,6.005,142.03,-29.18,26.75,255,231,169,Low
Haldi,0.5,6.143,152.97,-22.41,24.73,253,185,204,Low
Haldi,0.5,5.584,157.2,-5.55,24.1,255,255,154,Low
Haldi,0.5,5.665,185.34,-16.95,25.03,255,255,145,Low
Haldi,0.5,5.68,172.12,-25.77,25.89,255,242,211,Low
Haldi,0.5,6.244,175.92,4.83,25.1,198,227,189,Low
Haldi,0.5,5.811,149.31,-82.37,26.05,233,255,223,Low
Haldi,0.5,5.741,151.53,-22.82,26.15,255,237,161,Low
Haldi,0.5,5.773,159.4,-44.87,23.97,255,255,188,Low
Haldi,0.5,6.349,164.26,-46.86,23.34,255,251,197,Low
Haldi,0.5,5.602,188.79,-38.83,23.14,255,255,178,Low
Haldi,0.5,6.031,97.95,-9.94,24.82,193,198,154,Low
Haldi,0.5,5.785,226.66,-52.8,22.61,218,234,185,Low
Haldi,0.5,5.793,90.2,-42.56,23.8,234,192,176,Low
Haldi,0.5,5.965,122.62,-33.68,25.09,217,227,195,Low
Haldi,0.5,5.651,108.94,-17.48,25.68,255,229,149,Low
Haldi,0.5,5.159,147.3,-35.68,26.94,143,188,135,Low
Haldi,0.5,6.182,107.2,-12.61,23.71,208,255,180,Low
Haldi,0.5,6.185,141.72,-54.97,25.54,208,255,126,Low
Haldi,0.5,5.722,187.59,0.57,24.06,178,213,132,Low
Haldi,0.5,5.328,175.73,-9.63,25.09,255,255,136,Low
Haldi,0.5,5.68,108.2,-6.6,26.74,255,181,198,Low
Haldi,0.5,5.282,158.99,-16.15,27.6,255,209,157,Low
Haldi,0.5,5.364,149.28,-34.56,25.32,255,233,131,Low
Haldi,0.5,5.764,115.56,-39.54,25.25,255,217,152,Low
Haldi,0.5,6.074,178.02,-37.85,24.78,243,182,165,Low
Haldi,0.5,6.093,93.3,-23.07,25.6,235,246,178,Low
Haldi,0.5,6.406,162.24,-12.52,22.55,213,255,170,Low
Haldi,0.5,5.829,88.23,-57.35,23.92,255,248,114,Low
Haldi,0.5,6.509,166.4,-20.14,24.99,255,255,188,Low
Haldi,0.5,5.817,163.22,-21.28,25.21,255,202,178,Low
Haldi,1.0,6.372,440.13,-58.45,25.34,221,186,105,Medium
Haldi,1.0,5.84,358.93,-27.56,23.48,239,197,64,Medium
Haldi,1.0,5.645,304.96,-17.82,26.55,255,233,102,Medium
Haldi,1.0,6.434,167.54,-90.47,24.53,237,255,85,Medium
Haldi,1.0,5.501,323.36,-70.41,26.24,255,180,79,Medium
Haldi,1.0,5.373,380.11,-43.38,25.71,255,247,93,Medium
Haldi,1.0,6.457,252.94,-31.2,25.04,255,207,118,Medium
Haldi,1.0,5.291,227.3,-30.87,26.96,227,135,93,Medium
Haldi,1.0,5.719,287.56,-41.91,26.31,255,255,98,Medium
Haldi,1.0,5.706,279.15,-79.34,24.34,210,255,105,Medium
Haldi,1.0,6.12,267.32,-8.1,25.9,213,187,132,Medium
Haldi,1.0,5.747,389.28,-62.06,24.9,255,217,78,Medium
Haldi,1.0,5.44,239.24,-44.19,26.1,255,201,86,Medium
Haldi,1.0,5.782,340.74,-46.5,25.26,255,172,71,Medium
Haldi,1.0,5.981,295.85,-74.55,24.57,255,255,82,Medium
Haldi,1.0,5.652,243.63,-66.33,27.89,184,205,126,Medium
Haldi,1.0,6.679,262.56,-56.23,24.8,217,209,112,Medium
Haldi,1.0,5.363,318.93,-24.93,25.46,254,166,87,Medium
Haldi,1.0,5.935,297.45,-58.98,24.01,255,189,83,Medium
Haldi,1.0,5.383,323.75,-49.02,24.41,255,133,113,Medium
Haldi,1.0,5.81,301.47,-45.15,26.2,250,209,122,Medium
Haldi,1.0,5.236,237.82,-34.19,24.82,255,168,123,Medium
Haldi,1.0,5.724,268.38,-63.94,25.22,255,255,132,Medium
Haldi,1.0,5.567,191.67,-55.69,26.62,254,229,67,Medium
Haldi,1.0,5.919,255.72,-39.74,26.31,249,213,102,Medium
Haldi,1.0,5.907,245.55,-75.1,25.62,255,243,143,Medium
Haldi,1.0,5.738,375.6,-24.15,24.71,226,219,92,Medium
Haldi,1.0,5.767,371.17,-61.78,26.88,235,252,105,Medium
Haldi,1.0,6.108,195.82,-47.53,26.53,221,222,76,Medium
Haldi,1.0,5.482,434.27,-57.47,24.7,229,255,127,Medium
Haldi,1.0,5.648,437.5,-44.44,25.79,255,227,107,Medium
Haldi,1.0,5.25,305.97,-61.95,28.13,220,176,79,Medium
Haldi,1.0,5.86,365.11,-62.1,24.12,253,148,107,Medium
Haldi,1.0,5.8,370.25,-72.95,23.95,255,254,115,Medium
Haldi,1.0,5.754,370.87,-26.19,24.97,255,249,100,Medium
Haldi,1.0,6.162,263.33,-36.55,24.57,255,211,99,Medium
Haldi,1.0,5.351,230.62,-81.01,26.89,251,188,97,Medium
Haldi,1.0,5.779,235.18,-61.67,24.67,255,220,129,Medium
Haldi,1.0,6.078,302.8,-12.35,24.6,255,209,97,Medium
Haldi,1.0,5.317,264.9,-20.12,26.12,194,204,90,Medium
Haldi,1.0,5.506,253.68,-72.9,25.63,255,217,132,Medium
Haldi,1.0,5.242,355.92,-50.23,22.73,225,223,108,Medium
Haldi,1.0,6.504,252.77,-45.33,24.97,255,255,88,Medium
Haldi,1.0,5.114,309.52,-44.58,23.13,245,195,138,Medium
Haldi,1.0,6.108,380.07,-68.39,24.62,213,255,90,Medium
Haldi,1.0,5.961,347.28,-88.76,24.65,210,203,109,Medium
Haldi,1.0,5.746,231.93,-68.0,25.68,255,231,105,Medium
Haldi,1.0,4.876,253.19,-42.86,22.35,255,209,116,Medium
Haldi,1.0,5.311,381.22,-41.35,23.84,255,223,102,Medium
Haldi,1.0,5.488,242.53,-84.24,26.7,255,236,102,Medium
Haldi,1.0,5.665,296.65,-44.16,22.94,169,225,105,Medium
Haldi,1.0,5.668,266.83,-32.39,25.34,255,189,105,Medium
Haldi,1.0,5.936,322.15,-44.59,24.79,255,234,116,Medium
Haldi,1.0,5.569,141.88,-54.71,25.37,250,212,115,Medium
Haldi,1.0,6.582,345.6,-56.89,26.58,185,226,82,Medium
Haldi,1.0,5.499,397.44,-33.0,27.04,219,203,65,Medium
Haldi,1.0,6.015,347.95,-90.11,23.16,255,209,91,Medium
Haldi,1.0,6.343,430.28,-7.49,24.65,255,215,111,Medium
Haldi,1.0,5.882,254.79,-46.21,24.5,255,231,113,Medium
Haldi,1.0,6.299,266.52,-59.84,28.46,235,252,83,Medium
Haldi,1.0,5.552,466.28,-49.12,25.26,255,162,104,Medium
Haldi,1.0,5.686,200.99,-81.63,24.54,255,239,88,Medium
Haldi,1.0,5.251,279.97,-82.18,25.53,255,255,96,Medium
Haldi,1.0,6.256,277.28,-22.47,25.59,248,165,89,Medium
Haldi,1.0,5.68,299.57,-27.97,26.48,237,186,75,Medium
Haldi,1.0,5.372,290.49,-19.51,24.87,253,235,115,Medium
Haldi,1.0,5.622,243.4,-41.13,27.48,228,239,111,Medium
Haldi,1.0,5.882,316.39,-86.43,23.64,255,255,122,Medium
Haldi,1.0,5.509,294.45,-61.14,25.03,223,255,68,Medium
Haldi,1.0,5.686,328.9,-78.18,25.94,217,188,74,Medium
Haldi,1.0,5.541,210.61,-58.4,25.05,209,253,92,Medium
Haldi,1.0,5.672,191.37,-31.79,25.95,203,227,88,Medium
Haldi,1.0,5.919,338.81,-23.52,24.53,255,245,111,Medium
Haldi,1.0,6.195,287.3,-96.26,24.61,255,245,126,Medium
Haldi,1.0,5.203,252.03,-36.04,26.45,255,209,106,Medium
Haldi,1.0,6.002,193.0,-9.32,26.13,221,196,78,Medium
Haldi,1.0,5.19,158.86,-73.74,25.71,238,219,78,Medium
Haldi,1.0,6.025,185.16,-17.48,23.56,255,248,90,Medium
Haldi,1.0,5.474,397.16,-42.25,28.13,255,170,93,Medium
Haldi,1.0,5.921,219.05,-55.33,25.16,237,164,83,Medium
Haldi,1.0,5.966,329.1,-61.59,23.29,255,212,80,Medium
Haldi,1.0,5.014,261.03,-55.05,25.79,139,179,125,Medium
Haldi,1.0,6.262,415.2,-86.76,22.38,231,192,68,Medium
Haldi,1.0,5.101,375.52,-97.27,25.56,247,216,103,Medium
Haldi,1.0,5.572,260.96,-64.91,24.81,255,205,114,Medium
Haldi,1.0,5.342,263.42,-31.16,24.14,255,201,63,Medium
Haldi,1.0,5.587,437.53,-62.04,25.82,255,184,109,Medium
Haldi,1.0,5.723,246.3,-55.73,25.53,255,218,114,Medium
Haldi,1.0,5.404,403.07,-55.59,25.85,242,173,87,Medium
Haldi,1.0,5.662,338.6,-51.68,25.44,231,236,104,Medium
Haldi,1.0,6.23,365.11,-54.97,25.09,255,222,111,Medium
Haldi,1.0,5.976,253.2,-69.42,22.11,255,215,105,Medium
Haldi,1.0,5.019,323.32,-45.98,22.86,255,180,90,Medium
Haldi,1.0,5.628,216.64,-27.24,25.1,225,231,100,Medium
Haldi,1.0,5.33,282.42,-64.2,22.9,255,248,94,Medium
Haldi,1.0,6.086,336.11,-45.36,24.96,240,247,101,Medium
Haldi,1.0,5.633,230.24,-60.78,24.42,208,191,75,Medium
Haldi,1.0,6.389,389.81,-52.07,24.81,255,193,99,Medium
Haldi,1.0,5.96,441.53,-78.21,24.92,255,215,95,Medium
Haldi,1.0,6.067,502.25,-70.55,25.39,255,238,128,Medium
